# Source: eDiAna Digital Philological-Etymological Dictionary of the Minor Ancient Anatolian Corpus Languages (Lydian)
# URL: https://www.ediana.gwi.uni-muenchen.de/
# License: CC BY-SA 4.0
# Downloaded: 2026-03-26T08:52:56Z
# Script: pillar5/scripts/extract_glosses.py
word	translation	source	source_url
aλa-	other	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
iškupto-	descendants (?), beloved one (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
koττ(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
padafu-	successor (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kanlela-	(month name)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
cẽqra-	designated property  (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
adẽn(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
lawa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
irẽn(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kro-(d)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
dẽt(i)-	mobile wealth	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
išt(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
wici-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
inãni-(t)	to do, make	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
sfarwa-	(an installation)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
akτa-	the dead (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
linẽ-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šar(i)-	pertaining to patronage (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
eλo-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
isla-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
caqrla-	of cẽqra-	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ciraλa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
